map16
17
22
block,0,0,2
block,0,1,2
block,0,2,2
block,0,3,2
block,0,4,2
block,0,5,2
block,0,6,2
block,0,7,2
block,0,8,2
block,0,9,2
block,0,10,2
block,0,11,2
block,0,12,2
block,0,13,2
block,0,14,2
block,0,15,2
block,0,16,2
block,1,0,2
tile,1,1,0
block,1,2,2
block,1,3,1
block,1,4,2
block,1,5,2
block,1,6,2
tile,1,7,0
block,1,8,2
tile,1,9,0
tile,1,10,0
block,1,11,3
tile,1,12,0
tile,1,13,0
tile,1,14,0
tile,1,15,0
block,1,16,2
block,2,0,2
tile,2,1,0
tile,2,2,0
tile,2,3,0
block,2,4,2
block,2,5,2
block,2,6,2
tile,2,7,0
tile,2,8,0
tile,2,9,0
tile,2,10,0
tile,2,11,0
tile,2,12,0
tile,2,13,0
tile,2,14,0
block,2,15,3
block,2,16,2
block,3,0,2
tile,3,1,0
tile,3,2,0
tile,3,3,0
block,3,4,2
block,3,5,2
block,3,6,2
tile,3,7,0
tile,3,8,0
tile,3,9,0
block,3,10,2
tile,3,11,0
tile,3,12,0
block,3,13,2
tile,3,14,0
tile,3,15,0
block,3,16,2
block,4,0,2
tile,4,1,0
tile,4,2,0
tile,4,3,0
tile,4,4,0
tile,4,5,0
tile,4,6,0
tile,4,7,0
tile,4,8,0
tile,4,9,0
block,4,10,2
tile,4,11,0
block,4,12,1
tile,4,13,0
tile,4,14,0
tile,4,15,0
block,4,16,2
block,5,0,2
tile,5,1,0
tile,5,2,0
tile,5,3,0
tile,5,4,0
tile,5,5,0
block,5,6,2
block,5,7,3
block,5,8,3
block,5,9,1
tile,5,10,0
tile,5,11,0
tile,5,12,0
tile,5,13,0
block,5,14,3
block,5,15,2
block,5,16,2
block,6,0,2
tile,6,1,0
tile,6,2,0
block,6,3,3
tile,6,4,0
tile,6,5,0
block,6,6,1
block,6,7,3
block,6,8,3
tile,6,9,0
tile,6,10,0
tile,6,11,0
tile,6,12,0
tile,6,13,0
tile,6,14,0
block,6,15,2
block,6,16,2
block,7,0,2
tile,7,1,0
block,7,2,1
tile,7,3,0
tile,7,4,0
block,7,5,2
tile,7,6,0
tile,7,7,0
tile,7,8,0
tile,7,9,0
block,7,10,2
block,7,11,3
block,7,12,1
tile,7,13,0
block,7,14,3
tile,7,15,0
block,7,16,2
block,8,0,2
tile,8,1,0
tile,8,2,0
tile,8,3,0
block,8,4,3
tile,8,5,0
tile,8,6,0
tile,8,7,0
block,8,8,3
tile,8,9,0
tile,8,10,0
tile,8,11,0
tile,8,12,0
tile,8,13,0
tile,8,14,0
tile,8,15,0
block,8,16,2
block,9,0,2
tile,9,1,0
tile,9,2,0
tile,9,3,0
tile,9,4,0
tile,9,5,0
tile,9,6,0
tile,9,7,0
tile,9,8,0
block,9,9,1
tile,9,10,0
tile,9,11,0
tile,9,12,0
tile,9,13,0
tile,9,14,0
tile,9,15,0
block,9,16,2
block,10,0,2
tile,10,1,0
tile,10,2,0
tile,10,3,0
tile,10,4,0
tile,10,5,0
block,10,6,1
tile,10,7,0
tile,10,8,0
tile,10,9,0
tile,10,10,0
tile,10,11,0
tile,10,12,0
tile,10,13,0
tile,10,14,0
tile,10,15,0
block,10,16,2
block,11,0,2
tile,11,1,0
tile,11,2,0
tile,11,3,0
tile,11,4,0
block,11,5,2
tile,11,6,0
block,11,7,3
tile,11,8,0
tile,11,9,0
tile,11,10,0
tile,11,11,0
tile,11,12,0
tile,11,13,0
tile,11,14,0
tile,11,15,0
block,11,16,2
block,12,0,2
tile,12,1,0
tile,12,2,0
tile,12,3,0
tile,12,4,0
tile,12,5,0
tile,12,6,0
tile,12,7,0
block,12,8,1
tile,12,9,0
tile,12,10,0
block,12,11,2
block,12,12,1
tile,12,13,0
block,12,14,1
tile,12,15,0
block,12,16,2
block,13,0,2
tile,13,1,0
tile,13,2,0
tile,13,3,0
tile,13,4,0
tile,13,5,0
block,13,6,2
tile,13,7,0
block,13,8,2
tile,13,9,0
tile,13,10,0
tile,13,11,0
block,13,12,3
tile,13,13,0
tile,13,14,0
tile,13,15,0
block,13,16,2
block,14,0,2
block,14,1,2
tile,14,2,0
block,14,3,2
block,14,4,1
tile,14,5,0
block,14,6,2
tile,14,7,0
tile,14,8,0
tile,14,9,0
tile,14,10,0
block,14,11,2
tile,14,12,0
tile,14,13,0
tile,14,14,0
tile,14,15,0
block,14,16,2
block,15,0,2
tile,15,1,0
tile,15,2,0
tile,15,3,0
tile,15,4,0
tile,15,5,0
block,15,6,2
tile,15,7,0
tile,15,8,0
tile,15,9,0
tile,15,10,0
tile,15,11,0
tile,15,12,0
tile,15,13,0
block,15,14,3
tile,15,15,0
block,15,16,2
block,16,0,2
tile,16,1,0
tile,16,2,0
block,16,3,2
tile,16,4,0
tile,16,5,0
tile,16,6,0
tile,16,7,0
tile,16,8,0
tile,16,9,0
tile,16,10,0
tile,16,11,0
tile,16,12,0
tile,16,13,0
tile,16,14,0
tile,16,15,0
block,16,16,2
block,17,0,2
tile,17,1,0
tile,17,2,0
block,17,3,2
tile,17,4,0
tile,17,5,0
tile,17,6,0
tile,17,7,0
block,17,8,3
block,17,9,3
tile,17,10,0
tile,17,11,0
tile,17,12,0
block,17,13,2
block,17,14,2
tile,17,15,0
block,17,16,2
block,18,0,2
tile,18,1,0
block,18,2,3
tile,18,3,0
tile,18,4,0
block,18,5,3
tile,18,6,0
block,18,7,1
block,18,8,3
block,18,9,3
tile,18,10,0
tile,18,11,0
block,18,12,2
block,18,13,2
block,18,14,2
tile,18,15,0
block,18,16,2
block,19,0,2
tile,19,1,0
tile,19,2,0
tile,19,3,0
block,19,4,2
tile,19,5,0
tile,19,6,0
tile,19,7,0
tile,19,8,0
tile,19,9,0
tile,19,10,0
tile,19,11,0
block,19,12,2
block,19,13,2
block,19,14,2
tile,19,15,0
block,19,16,2
block,20,0,2
block,20,1,3
block,20,2,1
tile,20,3,0
block,20,4,3
tile,20,5,0
tile,20,6,0
tile,20,7,0
tile,20,8,0
tile,20,9,0
tile,20,10,0
block,20,11,1
tile,20,12,0
tile,20,13,0
tile,20,14,0
tile,20,15,0
block,20,16,2
block,21,0,2
block,21,1,2
block,21,2,2
block,21,3,2
block,21,4,2
block,21,5,2
block,21,6,2
block,21,7,2
block,21,8,2
block,21,9,2
block,21,10,2
